,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
1161355,80,6,23027344,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.086853265,23000000.0,0.0,23000000,23000000,23000000,23000000.0,0.0,23000000,23000000,0,0.0,0.0,0,0,0,0,40,0,0.086853265,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,23000000.0,0.0,23000000,23000000
1382351,80,6,20782903,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.096232947,20800000.0,0.0,20800000,20800000,20800000,20800000.0,0.0,20800000,20800000,0,0.0,0.0,0,0,0,0,40,0,0.096232947,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,20800000.0,0.0,20800000,20800000
1214581,80,6,1407886,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,698.9202251,4.971993471,234647.6667,574532.8944,1407408,11,429,214.5,184.5548699,345,84,1407875,469291.6667,812432.6011,1407408,33,0,0,72,92,2.130854345,2.841139126,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1240472,80,6,1277487,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,770.2622414,5.479507815,212914.5,520686.5853,1275761,3,1702,851.0,728.3199846,1366,336,1277484,425828.0,736064.0494,1275761,21,0,0,72,92,2.348360492,3.131147323,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1266872,80,6,1144816,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,859.5267711,6.114519713,190802.6667,467183.5224,1144437,3,350,175.0,243.2447327,347,3,1144810,381603.3333,660633.3549,1144437,21,0,0,72,92,2.620508449,3.494011265,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1311460,80,6,1536937,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,640.2344403,4.554513295,256156.1667,626792.1327,1535590,2,324,162.0,226.27417,322,2,1536931,512310.3333,886186.2535,1535590,326,0,0,72,92,1.951934269,2.602579026,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1236052,80,6,1387695,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,709.0895334,5.044336111,231282.5,566363.4368,1387367,1,301,150.5,211.4249276,300,1,1387692,462564.0,800902.9038,1387367,22,0,0,72,92,2.161858333,2.882477778,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1164463,80,6,1859112,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,529.2849489,3.765238458,309852.0,758751.0134,1858646,4,411,205.5,188.7975106,339,72,1859108,619702.6667,1072956.416,1858646,47,0,0,72,92,1.613673625,2.151564833,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1169122,80,6,5198455,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.384729694,5198455.0,0.0,5198455,5198455,5198455,5198455.0,0.0,5198455,5198455,0,0.0,0.0,0,0,0,0,40,0,0.384729694,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,5198455.0,0.0,5198455,5198455
1316235,80,6,25655600,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.07795569,25700000.0,0.0,25700000,25700000,25700000,25700000.0,0.0,25700000,25700000,0,0.0,0.0,0,0,0,0,40,0,0.07795569,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,25700000.0,0.0,25700000,25700000
1299247,80,6,31246633,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.064006896,31200000.0,0.0,31200000,31200000,31200000,31200000.0,0.0,31200000,31200000,0,0.0,0.0,0,0,0,0,40,0,0.064006896,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,31200000.0,0.0,31200000,31200000
1138573,80,6,528430,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1862.119865,13.24678765,88071.66667,215539.1282,528039,3,333,166.5,231.2239174,330,3,528419,176139.6667,304753.7958,528039,47,0,0,72,92,5.677194709,7.569592945,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1239003,80,6,34631648,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.057750645,34600000.0,0.0,34600000,34600000,34600000,34600000.0,0.0,34600000,34600000,0,0.0,0.0,0,0,0,0,40,0,0.057750645,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,34600000.0,0.0,34600000,34600000
1165940,80,6,41235454,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.048501952,41200000.0,0.0,41200000,41200000,41200000,41200000.0,0.0,41200000,41200000,0,0.0,0.0,0,0,0,0,40,0,0.048501952,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,252,-1,0,20,0.0,0.0,0,0,41200000.0,0.0,41200000,41200000
1156441,80,6,41357973,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.048358269,41400000.0,0.0,41400000,41400000,41400000,41400000.0,0.0,41400000,41400000,0,0.0,0.0,0,0,0,0,40,0,0.048358269,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,41400000.0,0.0,41400000,41400000
1218334,80,6,10598122,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.188712679,10600000.0,0.0,10600000,10600000,10600000,10600000.0,0.0,10600000,10600000,0,0.0,0.0,0,0,0,0,40,0,0.188712679,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,10600000.0,0.0,10600000,10600000
1228964,80,6,1520955,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,646.9619417,4.602371536,253492.5,620741.1308,1520575,3,344,172.0,239.002092,341,3,1520947,506982.3333,877797.0128,1520575,27,0,0,72,92,1.972444944,2.629926592,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1170052,80,6,1460435,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,673.7718556,4.793092469,243405.8333,595266.2506,1458487,2,1921,960.5,1332.896283,1903,18,1460433,486811.0,841496.6354,1458487,24,0,0,72,92,2.054182487,2.738909982,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1353513,80,6,30065274,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.066521928,30100000.0,0.0,30100000,30100000,30100000,30100000.0,0.0,30100000,30100000,0,0.0,0.0,0,0,0,0,40,0,0.066521928,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,30100000.0,0.0,30100000,30100000
1348867,80,6,918376,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1071.456571,7.622150405,153062.6667,374721.1738,917959,1,385,192.5,270.8218972,384,1,918371,306123.6667,529864.9718,917959,27,0,0,72,92,3.266635888,4.355514517,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1305381,80,6,1373165,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,716.5926892,5.09771222,228860.8333,560392.8943,1372758,1,377,188.5,265.1650429,376,1,1373162,457720.6667,792445.5963,1372758,23,0,0,72,92,2.184733808,2.912978411,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1372242,80,6,9748296,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.205164061,9748296.0,0.0,9748296,9748296,9748296,9748296.0,0.0,9748296,9748296,0,0.0,0.0,0,0,0,0,40,0,0.205164061,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,9748296.0,0.0,9748296,9748296
1141307,80,6,1118902,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,879.4335876,6.256133245,186483.6667,456600.2586,1118515,1,355,177.5,249.6086938,354,1,1118898,372966.0,645664.3945,1118515,28,0,0,72,92,2.681199962,3.574933283,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1374882,80,6,1464980,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,671.6815247,4.778222228,244163.3333,597890.4134,1464602,2,343,171.5,239.7091988,341,2,1464975,488325.0,845480.6982,1464602,27,0,0,72,92,2.047809526,2.730412702,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1385485,80,6,23931942,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.083570318,23900000.0,0.0,23900000,23900000,23900000,23900000.0,0.0,23900000,23900000,0,0.0,0.0,0,0,0,0,40,0,0.083570318,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,23900000.0,0.0,23900000,23900000
1258574,80,6,1227554,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,801.5940643,5.702396799,204592.3333,500990.5562,1227235,2,288,144.0,200.8183259,286,2,1227548,409182.6667,708454.1145,1227235,25,0,0,72,92,2.443884342,3.258512456,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1155991,80,6,1281310,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,767.9640368,5.463158798,213551.6667,522837.4122,1280789,2,477,238.5,334.4615075,475,2,1281304,427101.3333,739315.24,1280789,34,0,0,72,92,2.341353771,3.121805028,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1357617,80,6,1082270,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,909.2001072,6.467886941,180378.3333,441664.4096,1081922,3,323,161.5,224.1528496,320,3,1082263,360754.3333,624549.5383,1081922,18,0,0,72,92,2.771951546,3.695935395,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1335225,80,6,1383362,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,711.3105608,5.060136103,230560.3333,564590.0845,1383025,4,311,155.5,154.8563851,265,46,1383358,461119.3333,798393.7403,1383025,22,0,0,72,92,2.168629759,2.891506345,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1240435,80,6,1855827,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,530.2218364,3.771903308,309304.5,757455.4778,1855454,4,348,174.0,205.0609665,319,29,1855823,618607.6667,1071140.358,1855454,20,0,0,72,92,1.616529989,2.155373319,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1232105,80,6,37824761,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.052875417,37800000.0,0.0,37800000,37800000,37800000,37800000.0,0.0,37800000,37800000,0,0.0,0.0,0,0,0,0,40,0,0.052875417,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,252,-1,0,20,0.0,0.0,0,0,37800000.0,0.0,37800000,37800000
1130245,80,6,20803977,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.096135465,20800000.0,0.0,20800000,20800000,20800000,20800000.0,0.0,20800000,20800000,0,0.0,0.0,0,0,0,0,40,0,0.096135465,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,20800000.0,0.0,20800000,20800000
1331674,80,6,1670402,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,589.0797545,4.190608009,278400.3333,681687.9564,1669890,1,462,231.0,325.2691193,461,1,1670398,556799.3333,963964.8165,1669890,46,0,0,72,92,1.795974861,2.394633148,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1341644,80,6,1857861,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,529.6413456,3.7677738,309643.5,757698.0957,1856288,7,1539,769.5,533.8656198,1147,392,1857854,619284.6667,1071276.583,1856288,20,0,0,72,92,1.6147602,2.1530136,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1309706,80,6,897527,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1096.345848,7.799208269,149587.8333,366020.5985,896724,5,772,386.0,538.8153673,767,5,897521,299173.6667,517493.9042,896724,24,0,0,72,92,3.34251783,4.456690439,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1284953,80,6,17545737,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.113987802,17500000.0,0.0,17500000,17500000,17500000,17500000.0,0.0,17500000,17500000,0,0.0,0.0,0,0,0,0,40,0,0.113987802,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,17500000.0,0.0,17500000,17500000
1368439,80,6,1604518,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,613.2682837,4.36268088,267419.6667,654656.2464,1603731,2,751,375.5,528.2087655,749,2,1604512,534837.3333,925689.1391,1603731,31,0,0,72,92,1.869720377,2.492960503,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1305784,80,6,25828539,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.077433726,25800000.0,0.0,25800000,25800000,25800000,25800000.0,0.0,25800000,25800000,0,0.0,0.0,0,0,0,0,40,0,0.077433726,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,25800000.0,0.0,25800000,25800000
1213005,80,6,1675740,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,587.2032654,4.177259002,279290.0,683943.108,1675383,2,328,164.0,229.1025971,326,2,1675734,558578.0,967181.5131,1675383,23,0,0,72,92,1.790253858,2.387005144,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1214319,80,6,874113,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1125.712579,8.008117944,145685.5,356650.3844,873695,1,346,173.0,243.2447327,345,1,874108,291369.3333,504308.8402,873695,66,0,0,72,92,3.432050547,4.576067396,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1208012,80,6,870019,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1131.009783,8.045801299,145003.1667,354990.7675,869625,7,364,182.0,178.1909089,308,56,870012,290004.0,501966.5395,869625,23,0,0,72,92,3.448200557,4.597600742,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1317429,80,6,1533045,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,641.859828,4.566076012,255507.5,625616.1144,1532541,2,443,221.5,310.4198769,441,2,1533038,511012.6667,884669.5085,1532541,55,0,0,72,92,1.956889719,2.609186293,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1265939,80,6,1538505,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,639.5819318,4.549871466,256417.5,627890.6998,1538094,4,383,191.5,190.2117241,326,57,1538501,512833.6667,887901.5125,1538094,23,0,0,72,92,1.949944914,2.599926552,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1206732,80,6,1279389,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,769.1171333,5.47136172,213231.5,522154.5542,1279075,2,273,136.5,190.2117241,271,2,1279384,426461.3333,738385.1043,1279075,37,0,0,72,92,2.344869309,3.126492412,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1154412,80,6,29622682,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.067515831,29600000.0,0.0,29600000,29600000,29600000,29600000.0,0.0,29600000,29600000,0,0.0,0.0,0,0,0,0,40,0,0.067515831,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,29600000.0,0.0,29600000,29600000
1307560,80,6,15083132,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.132598455,15100000.0,0.0,15100000,15100000,15100000,15100000.0,0.0,15100000,15100000,0,0.0,0.0,0,0,0,0,40,0,0.132598455,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,15100000.0,0.0,15100000,15100000
1215416,80,6,25894553,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.077236321,25900000.0,0.0,25900000,25900000,25900000,25900000.0,0.0,25900000,25900000,0,0.0,0.0,0,0,0,0,40,0,0.077236321,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,25900000.0,0.0,25900000,25900000
1383792,80,6,1076798,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,913.8204194,6.500755016,179466.3333,439396.6815,1076381,1,392,196.0,275.7716447,391,1,1076794,358931.3333,621329.665,1076381,21,0,0,72,92,2.786037864,3.714717152,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1340874,80,6,805744,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1221.231557,8.687622868,134290.6667,328757.4699,805364,3,352,176.0,189.5046174,310,42,805741,268580.3333,464868.3208,805364,24,0,0,72,92,3.723266943,4.964355924,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1136562,80,6,1803631,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,545.5661385,3.881059929,300605.1667,736143.6123,1803252,6,347,173.5,234.0523446,339,8,1803625,601208.3333,1041000.364,1803252,26,0,0,72,92,1.663311398,2.217748531,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1237467,80,6,1388070,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,708.8979662,5.042973337,231345.0,566496.9358,1387702,2,329,164.5,229.8097039,327,2,1388065,462688.3333,801085.3476,1387702,35,0,0,72,92,2.161274287,2.88169905,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1253459,80,6,7889550,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.253499883,7889550.0,0.0,7889550,7889550,7889550,7889550.0,0.0,7889550,7889550,0,0.0,0.0,0,0,0,0,40,0,0.253499883,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,7889550.0,0.0,7889550,7889550
1332755,80,6,1501575,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,655.3119225,4.661771806,250262.5,612824.3753,1501185,6,356,178.0,165.4629868,295,61,1501562,500520.6667,866600.7482,1501185,28,0,0,72,92,1.997902203,2.663869604,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1351204,80,6,15965926,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.125266771,16000000.0,0.0,16000000,16000000,16000000,16000000.0,0.0,16000000,16000000,0,0.0,0.0,0,0,0,0,40,0,0.125266771,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,252,-1,0,20,0.0,0.0,0,0,16000000.0,0.0,16000000,16000000
1133116,80,6,1708479,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,575.9508897,4.097211613,284746.5,697298.4622,1708101,1,347,173.5,243.9518395,346,1,1708473,569491.0,986065.1981,1708101,25,0,0,72,92,1.755947834,2.341263779,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1268138,80,6,20494760,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.09758592,20500000.0,0.0,20500000,20500000,20500000,20500000.0,0.0,20500000,20500000,0,0.0,0.0,0,0,0,0,40,0,0.09758592,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,20500000.0,0.0,20500000,20500000
1156810,80,6,1083573,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,908.1067911,6.460109287,180595.5,442141.9905,1083114,2,417,208.5,292.0351006,415,2,1083568,361189.3333,625205.1301,1083114,36,0,0,72,92,2.768618266,3.691491021,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1143457,80,6,937003,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1050.156723,7.470627095,156167.1667,381774.7474,935461,3,1518,759.0,677.4082964,1238,280,937000,312333.3333,539644.9082,935461,21,0,0,72,92,3.201697326,4.268929769,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0
